,$Name,$_PRimaryGroup,$Parent,$OpeningBalance,$ClosingBalance,$_PrevYearBalance,$IsRevenue,$PartyGSTIN,$MasterId,$AlterID,$Nature_Led,$UpdatedDate,$UpdatedTime,$CreatedBy,$CreatedDate,$AlteredDate,$AlteredBy,$LastVoucherDate,$CompanyName,$Year_from,$Year_to,$Company_number,$Path,$Amount,$Date,$VoucherNumber,$Type
77,1122020100/TRADE REC-OG/ACME Cleantech Solutions Private Li,Sundry Debtors,Sundry Debtors,-41300.0,0.0,-41300.0,0.0,,1425.0,13092.0,BS,,0.0,,,,,2025-01-06,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
78,1122020100/TRADE REC-OG/ACME Solar Energy Pvt. Ltd.,Sundry Debtors,Sundry Debtors,0.0,0.0,0.0,0.0,,2444.0,14109.0,BS,,0.0,,,,,2024-04-01,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
79,1122020100/TRADE REC-OG/ACME SOLAR HOLDINGS PRIVATE LIMITED,Sundry Debtors,Sundry Debtors,141187200.0,93291734.54,141187200.0,0.0,,3206.0,14823.0,BS,,0.0,,,,,2024-12-24,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
80,1122020100/TRADE REC-OG/ACME Solar Holdings Pvt Ltd,Sundry Debtors,Sundry Debtors,-141031884.0,-141031884.0,-141031884.0,0.0,,1894.0,13559.0,BS,,0.0,,,,,2024-04-01,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
81,1122020100/TRADE REC-OG/ACME Warangal Solar Power Private L,Sundry Debtors,Sundry Debtors,0.0,0.0,0.0,0.0,,2094.0,13759.0,BS,,0.0,,,,,2024-04-01,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
82,1122020100/TRADE REC-OG/Adani Green Energy Limited,Sundry Debtors,Sundry Debtors,-5001.0,-5001.0,-5001.0,0.0,,1638.0,13303.0,BS,,0.0,,,,,2024-04-01,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
83,1122020100/TRADE REC-OG/Adani Infrastructure Management Ser,Sundry Debtors,Sundry Debtors,0.0,2923200.0,0.0,0.0,,3102.0,14723.0,BS,,0.0,,,,,2024-09-05,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
84,1122020100/TRADE REC-OG/Adani Solar Energy AP Seven Pvt Ltd,Sundry Debtors,Sundry Debtors,0.0,0.0,0.0,0.0,,2317.0,13982.0,BS,,0.0,,,,,2024-04-01,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
85,1122020100/TRADE REC-OG/ADANI SOLAR ENERGY JAISALMER TWO PR,Sundry Debtors,Sundry Debtors,0.0,-1134298.6,,0.0,,3843.0,16357.0,BS,2025-01-06,121235000.0,,,,,2024-12-18,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
86,1122020100/TRADE REC-OG/ADDWATT POWER SOLUTI,Sundry Debtors,Sundry Debtors,0.0,0.0,0.0,0.0,,1713.0,13378.0,BS,,0.0,,,,,2024-04-01,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
87,1122020100/TRADE REC-OG/ADDWATT POWER SOLUTION PRIVATE LIMI,Sundry Debtors,Sundry Debtors,-54405120.0,0.0,-54405120.0,0.0,,3282.0,14899.0,BS,,0.0,,,,,2024-09-04,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
88,1122020100/TRADE REC-OG/ADDWATT POWER SOLUTIONS PRIVATE LIM,Sundry Debtors,Sundry Debtors,-20180160.0,0.0,-20180160.0,0.0,,2547.0,14169.0,BS,,0.0,,,,,2024-06-13,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
89,1122020100/TRADE REC-OG/Addwatt Power Solutions Pvt Ltd,Sundry Debtors,Sundry Debtors,-1109306.0,0.0,-1109306.0,0.0,,2691.0,14313.0,BS,,0.0,,,,,2024-09-04,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
90,1122020100/TRADE REC-OG/Aditya Green Energy Private Limited,Sundry Debtors,Sundry Debtors,0.0,0.0,0.0,0.0,,1375.0,13042.0,BS,,0.0,,,,,2024-09-30,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
91,1122020100/TRADE REC-OG/Aditya Polyspin Private Limited,Sundry Debtors,Sundry Debtors,0.0,0.0,0.0,0.0,,2077.0,13742.0,BS,,0.0,,,,,2024-04-01,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
92,1122020100/TRADE REC-OG/Ados Renewable Pvt Ltd,Sundry Debtors,Sundry Debtors,0.0,0.0,0.0,0.0,,1595.0,13260.0,BS,,0.0,,,,,2024-04-01,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
93,1122020100/TRADE REC-OG/AGNI GREEN POWER LIMITED,Sundry Debtors,Sundry Debtors,0.0,0.0,,0.0,,3703.0,15733.0,BS,2024-11-05,144456000.0,,,,,2024-11-05,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
94,1122020100/TRADE REC-OG/AGNI POWER AND ELECTRONICS PVT. LTD,Sundry Debtors,Sundry Debtors,0.0,0.0,0.0,0.0,,1513.0,13179.0,BS,,0.0,,,,,2024-04-01,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
95,1122020100/TRADE REC-OG/Agreen Allied Services,Sundry Debtors,Sundry Debtors,0.0,0.0,0.0,0.0,,1714.0,13379.0,BS,,0.0,,,,,2024-04-01,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
96,1122020100/TRADE REC-OG/ALTRA XERGI POWER PRIVATE LIMITED,Sundry Debtors,Sundry Debtors,1264203.0,56641.9,1264203.0,0.0,,2541.0,14163.0,BS,,0.0,,,,,2024-10-08,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
97,1122020100/TRADE REC-OG/Amara Raja Infra Private Limited,Sundry Debtors,Sundry Debtors,-36850241.2,-3424762.38,-36850241.2,0.0,,2829.0,14451.0,BS,,0.0,,,,,2025-01-23,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
98,1122020100/TRADE REC-OG/Amararaja Power System,Sundry Debtors,Sundry Debtors,15800.0,15800.0,15800.0,0.0,,1854.0,13519.0,BS,,0.0,,,,,2024-04-01,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
99,1122020100/TRADE REC-OG/AMP ENERGY GREEN SEVEN PRIVATE LIMI,Sundry Debtors,Sundry Debtors,0.0,0.0,,0.0,,3393.0,15734.0,BS,2024-11-05,144459000.0,,,,,2024-11-05,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
100,1122020100/TRADE REC-OG/Amp Energy India Private Limited,Sundry Debtors,Sundry Debtors,0.0,17155.85,0.0,0.0,,735.0,12965.0,BS,,0.0,,,,,2024-11-20,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
101,1122020100/TRADE REC-OG/AMPIN ENERGY TRANSITION PVT LTD,Sundry Debtors,Sundry Debtors,-54413572.5,-260160.5,-54413572.5,0.0,,3174.0,14791.0,BS,,0.0,,,,,2025-01-25,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
102,1122020100/TRADE REC-OG/AMPLUS ALPHA SOLAR PRIVATE LIMITED,Sundry Debtors,Sundry Debtors,0.0,0.0,0.0,0.0,,2054.0,13719.0,BS,,0.0,,,,,2024-04-01,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
103,1122020100/TRADE REC-OG/AMPLUS DAKSHIN PRIVATE LIMITED,Sundry Debtors,Sundry Debtors,0.0,-27024.36,0.0,0.0,,1639.0,13304.0,BS,,0.0,,,,,2024-10-28,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
104,1122020100/TRADE REC-OG/AMPLUS KN ONE POWER PRIVATE LIMITED,Sundry Debtors,Sundry Debtors,-17299403.2,3481541.48,-17299403.2,0.0,,223.0,12477.0,BS,,0.0,,,,,2025-01-25,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
105,1122020100/TRADE REC-OG/AMPLUS KN SOLAR PRIVATE LIMITED,Sundry Debtors,Sundry Debtors,0.0,-1486800.0,,0.0,,3850.0,16358.0,BS,2025-01-06,121239000.0,,,,,2024-12-30,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
106,1122020100/TRADE REC-OG/AMP Solar India Private Limited,Sundry Debtors,Sundry Debtors,160702.85,-3685.0,160702.85,0.0,,539.0,12775.0,BS,,0.0,,,,,2024-11-20,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
107,1122020100/TRADE REC-OG/Ananthapur Solar Parks Private Limi,Sundry Debtors,Sundry Debtors,0.0,0.0,,0.0,,3750.0,16213.0,BS,2024-12-06,164755000.0,,,,,2024-11-08,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
108,1122020100/TRADE REC-OG/ANIL MALHOTRA,Sundry Debtors,Sundry Debtors,0.0,0.0,0.0,0.0,,2078.0,13743.0,BS,,0.0,,,,,2024-04-01,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
109,1122020100/TRADE REC-OG/ANP POWER AND INFRA,Sundry Debtors,Sundry Debtors,0.0,0.0,,0.0,,3704.0,15735.0,BS,2024-11-05,144503000.0,,,,,2024-10-25,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
110,1122020100/TRADE REC-OG/APM Projects Pvt Ltd.,Sundry Debtors,Sundry Debtors,1272.0,1272.0,1272.0,0.0,,3278.0,14895.0,BS,,0.0,,,,,2024-04-01,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
111,1122020100/TRADE REC-OG/ARCEDO SYSTEMS,Sundry Debtors,Sundry Debtors,0.0,0.0,,0.0,,3624.0,15736.0,BS,2024-11-05,144507000.0,,,,,2024-09-25,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
112,1122020100/TRADE REC-OG/ARIGHT ENERGY PRIVATE LIMITEDARIGHT,New Ledgers,New Ledgers,0.0,-27557376.0,,0.0,,3907.0,16436.0,BS,2025-02-12,163449000.0,,,,,2025-01-23,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
113,1122020100/TRADE REC-OG/ARKA SOLEN,Sundry Debtors,Sundry Debtors,0.0,0.0,0.0,0.0,,1629.0,13294.0,BS,,0.0,,,,,2024-04-01,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
114,1122020100/TRADE REC-OG/Arken Solutions Private Limited,Sundry Debtors,Sundry Debtors,0.0,0.0,,0.0,,3504.0,15737.0,BS,2024-11-05,144511000.0,,,,,2024-09-30,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
115,1122020100/TRADE REC-OG/ARRAY INDUSTRIES,Sundry Debtors,Sundry Debtors,0.0,0.0,0.0,0.0,,1630.0,13295.0,BS,,0.0,,,,,2024-04-01,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
116,1122020100/TRADE REC-OG/ARTHA ENERGY RESOURCES LLP,Sundry Debtors,Sundry Debtors,0.0,0.0,0.0,0.0,,2193.0,13858.0,BS,,0.0,,,,,2024-10-25,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
117,1122020100/TRADE REC-OG/Arushi Green Energy (India) Pvt Ltd,Sundry Debtors,Sundry Debtors,0.0,0.0,0.0,0.0,,762.0,12992.0,BS,,0.0,,,,,2024-04-01,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
118,1122020100/TRADE REC-OG/ASHISH JHAMB ENERGY,Sundry Debtors,Sundry Debtors,0.0,0.0,,0.0,,3501.0,15738.0,BS,2024-11-05,144514000.0,,,,,2024-07-26,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
119,1122020100/TRADE REC-OG/ASHOKA EDUCATION FOUNDATION'S,Sundry Debtors,Sundry Debtors,0.0,0.0,0.0,0.0,,667.0,12903.0,BS,,0.0,,,,,2024-04-01,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
120,1122020100/TRADE REC-OG/ASHOKA EDUCATION FOUNDATION&apos;S,Sundry Debtors,Sundry Debtors,0.0,,,0.0,,2980.0,14601.0,BS,,0.0,,,,,2024-04-01,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
121,1122020100/TRADE REC-OG/Ashwamedha Energy &amp; Infratech Pvt L,Sundry Debtors,Sundry Debtors,0.0,,,0.0,,2981.0,14602.0,BS,,0.0,,,,,2024-04-01,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
122,1122020100/TRADE REC-OG/Ashwamedha Energy & Infratech Pvt L,Sundry Debtors,Sundry Debtors,0.0,0.0,0.0,0.0,,2150.0,13815.0,BS,,0.0,,,,,2024-06-21,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
123,1122020100/TRADE REC-OG/ASTERISM TECHPRO SERVICES PVT LTD,Sundry Debtors,Sundry Debtors,0.0,0.0,0.0,0.0,,1735.0,13400.0,BS,,0.0,,,,,2024-04-01,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
124,1122020100/TRADE REC-OG/AVAADA ENERGY PRIVATE LIMITED,Sundry Debtors,Sundry Debtors,-959587.8,32155.2,-959587.8,0.0,,2544.0,14166.0,BS,,0.0,,,,,2024-06-07,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
125,1122020100/TRADE REC-OG/Avaada Energy Private Ltd,Sundry Debtors,Sundry Debtors,0.0,0.0,0.0,0.0,,1346.0,13013.0,BS,,0.0,,,,,2024-04-01,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
126,1122020100/TRADE REC-OG/Avaada Solarise Energy Pvt. Ltd.,Sundry Debtors,Sundry Debtors,0.0,-6552000.0,,0.0,,3833.0,16359.0,BS,2025-01-06,121242000.0,,,,,2024-12-04,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
127,1122020100/TRADE REC-OG/Avaada Sunshine Energy Private Limi,Sundry Debtors,Sundry Debtors,0.0,0.0,,0.0,,3397.0,15739.0,BS,2024-11-05,144518000.0,,,,,2024-06-30,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
128,1122020100/TRADE REC-OG/AVCO ENERGY PRIVATE LIMITED,Sundry Debtors,Sundry Debtors,0.0,0.0,,0.0,,3837.0,16360.0,BS,2025-01-06,121245000.0,,,,,2024-12-31,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
129,1122020100/TRADE REC-OG/AVO Energy India (P) LTD.,Sundry Debtors,Sundry Debtors,0.0,174743.6,,0.0,,3752.0,16214.0,BS,2024-12-06,164759000.0,,,,,2025-01-15,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
130,1122020100/TRADE REC-OG/Ayana Ananthapuram Solar Pvt Ltd,Sundry Debtors,Sundry Debtors,0.0,0.0,0.0,0.0,,1617.0,13282.0,BS,,0.0,,,,,2024-04-01,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
131,1122020100/TRADE REC-OG/Ayana Renewable Power One Private L,Sundry Debtors,Sundry Debtors,0.0,0.0,0.0,0.0,,1929.0,13594.0,BS,,0.0,,,,,2024-04-01,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
132,1122020100/TRADE REC-OG/Ayana Renewable Power Pvt Ltd,Sundry Debtors,Sundry Debtors,0.0,0.0,0.0,0.0,,2002.0,13667.0,BS,,0.0,,,,,2024-04-01,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
133,1122020100/TRADE REC-OG/Ayana Renewable Power Three Private,Sundry Debtors,Sundry Debtors,-368284062.72,-6852384.0,-368284062.72,0.0,,3099.0,14720.0,BS,,0.0,,,,,2025-01-29,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
134,1122020100/TRADE REC-OG/Azure Power,Sundry Debtors,Sundry Debtors,0.0,0.0,0.0,0.0,,264.0,12518.0,BS,,0.0,,,,,2024-04-01,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
135,1122020100/TRADE REC-OG/Azure Power Forty Four Pvt. Ltd,Sundry Debtors,Sundry Debtors,0.0,0.0,0.0,0.0,,2057.0,13722.0,BS,,0.0,,,,,2024-04-01,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
136,1122020100/TRADE REC-OG/Azure Power Forty One Private Limit,Sundry Debtors,Sundry Debtors,0.0,0.0,0.0,0.0,,1992.0,13657.0,BS,,0.0,,,,,2024-06-06,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
137,1122020100/TRADE REC-OG/Azure Power Forty Private Limited,Sundry Debtors,Sundry Debtors,289600.0,301894.64,289600.0,0.0,,3196.0,14813.0,BS,,0.0,,,,,2024-09-05,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
138,1122020100/TRADE REC-OG/Azure Power Forty Pvt Ltd,Sundry Debtors,Sundry Debtors,-289582.0,-289582.0,-289582.0,0.0,,1715.0,13380.0,BS,,0.0,,,,,2024-04-01,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
139,1122020100/TRADE REC-OG/Azure Power Forty Three Pvt Ltd.,Sundry Debtors,Sundry Debtors,0.0,0.0,0.0,0.0,,2089.0,13754.0,BS,,0.0,,,,,2024-04-01,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
140,1122020100/TRADE REC-OG/AZURE POWER MAPLE PRIVATE LIMITED,Sundry Debtors,Sundry Debtors,6081.6,6081.6,6081.6,0.0,,3197.0,14814.0,BS,,0.0,,,,,2024-04-01,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
141,1122020100/TRADE REC-OG/Azure Power Maple Pvt Ltd-RJ,Sundry Debtors,Sundry Debtors,-6081.6,-6081.6,-6081.6,0.0,,2401.0,14066.0,BS,,0.0,,,,,2024-04-01,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
142,1122020100/TRADE REC-OG/Azure Power Rooftop 01 - Chhattisga,Sundry Debtors,Sundry Debtors,0.0,0.0,0.0,0.0,,2084.0,13749.0,BS,,0.0,,,,,2024-04-01,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
143,1122020100/TRADE REC-OG/Azure Power Rooftop 01 - Punjab,Sundry Debtors,Sundry Debtors,0.0,0.0,0.0,0.0,,2085.0,13750.0,BS,,0.0,,,,,2024-04-01,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
144,1122020100/TRADE REC-OG/Azure Power Rooftop 01 - U.P.,Sundry Debtors,Sundry Debtors,0.0,0.0,0.0,0.0,,2215.0,13880.0,BS,,0.0,,,,,2024-04-01,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
145,1122020100/TRADE REC-OG/Azure Power Rooftop 01 - West Benga,Sundry Debtors,Sundry Debtors,0.0,0.0,0.0,0.0,,2058.0,13723.0,BS,,0.0,,,,,2024-04-01,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
146,1122020100/TRADE REC-OG/Azure Power Rooftop Eight Pvt Ltd,Sundry Debtors,Sundry Debtors,0.0,0.0,0.0,0.0,,2083.0,13748.0,BS,,0.0,,,,,2024-04-01,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
147,1122020100/TRADE REC-OG/Azure Power Rooftop (Genco) Pvt. Lt,Sundry Debtors,Sundry Debtors,0.0,0.0,0.0,0.0,,1888.0,13553.0,BS,,0.0,,,,,2024-04-01,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
148,1122020100/TRADE REC-OG/Azure Power Rooftop Pvt Ltd,Sundry Debtors,Sundry Debtors,35918.0,35918.0,35918.0,0.0,,1723.0,13388.0,BS,,0.0,,,,,2024-04-01,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
149,1122020100/TRADE REC-OG/Azure Power Rooftop Three Pvt. Ltd,Sundry Debtors,Sundry Debtors,0.0,0.0,0.0,0.0,,2344.0,14009.0,BS,,0.0,,,,,2024-04-01,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
150,1122020100/TRADE REC-OG/AZURE POWER URANUS PRIVATE LTD,Sundry Debtors,Sundry Debtors,700.0,700.0,700.0,0.0,,1869.0,13534.0,BS,,0.0,,,,,2024-04-01,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
151,1122020100/TRADE REC-OG/Azure Power Uranus Pvt. Ltd.,Sundry Debtors,Sundry Debtors,0.0,0.0,0.0,0.0,,1843.0,13508.0,BS,,0.0,,,,,2024-09-30,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
152,1122020100/TRADE REC-OG/BALAJI SOLAR POWER ORGANISATION,Sundry Debtors,Sundry Debtors,0.0,-144845.0,,0.0,,3849.0,16361.0,BS,2025-01-06,121249000.0,,,,,2024-12-30,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
